"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"07-Nov-2024","GB","8,100.00","8,100.00","8,100.00","8,235.50","8,100.00","8,100.00","8,100.00","8,236.00","6,000.00","1","8,100.00","1"
"05-Nov-2024","GB","8,200.00","8,236.00","8,200.00","8,100.00","8,235.00","8,235.50","8,221.20","8,236.00","6,000.00","5","41,106.00","4"
"04-Nov-2024","GB","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,120.00","6,000.00","12","97,200.00","2"
"01-Nov-2024","GB","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,100.00","8,120.00","5,960.11","5","40,500.00","1"
"29-Oct-2024","GB","8,100.29","8,100.29","8,100.00","8,100.00","8,100.00","8,100.00","8,100.05","8,120.00","5,960.11","6","48,600.29","6"
"28-Oct-2024","GB","7,800.00","8,100.00","7,800.00","7,960.00","8,100.00","8,100.00","8,083.33","8,120.00","5,960.11","18","1,45,500.00","13"
"22-Oct-2024","GB","7,960.00","7,960.00","7,960.00","7,950.21","7,960.00","7,960.00","7,960.00","8,120.00","5,955.00","10","79,600.00","1"
"21-Oct-2024","GB","7,950.21","7,950.21","7,950.21","7,950.00","7,950.21","7,950.21","7,950.21","8,120.00","5,955.00","16","1,27,203.36","2"
"18-Oct-2024","GB","7,950.00","7,950.00","7,950.00","7,800.00","7,950.00","7,950.00","7,950.00","8,120.00","5,955.00","9","71,550.00","3"
"17-Oct-2024","GB","7,950.00","7,950.00","7,800.00","7,801.16","7,800.00","7,800.00","7,907.18","8,120.00","5,955.00","28","2,21,401.00","4"
"16-Oct-2024","GB","7,801.16","7,801.16","7,801.16","7,930.00","7,801.16","7,801.16","7,801.16","8,120.00","5,955.00","1","7,801.16","1"
"11-Oct-2024","GB","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","7,930.00","8,120.00","5,805.00","1","7,930.00","1"
"09-Oct-2024","GB","7,970.00","7,970.00","7,930.00","8,000.00","7,930.00","7,930.00","7,934.71","8,120.00","5,805.00","34","2,69,780.00","18"
"08-Oct-2024","GB","7,670.10","8,000.00","7,670.10","8,106.66","8,000.00","8,000.00","7,915.84","8,120.00","5,805.00","49","3,87,876.00","9"
"07-Oct-2024","GB","8,100.00","8,120.00","8,100.00","8,100.00","8,100.00","8,106.66","8,106.67","8,120.00","5,805.00","9","72,960.00","3"
"04-Oct-2024","GB","8,100.00","8,100.00","8,100.00","7,940.00","8,100.00","8,100.00","8,100.00","8,100.00","5,805.00","1","8,100.00","1"
"03-Oct-2024","GB","7,850.00","7,950.00","7,850.00","7,850.00","7,940.00","7,940.00","7,916.22","7,950.00","5,805.00","45","3,56,230.00","7"
"01-Oct-2024","GB","7,850.00","7,850.00","7,850.00","7,701.00","7,850.00","7,850.00","7,850.00","7,850.00","5,805.00","1","7,850.00","1"
"30-Sep-2024","GB","7,701.00","7,701.00","7,701.00","7,700.00","7,701.00","7,701.00","7,701.00","7,795.00","5,805.00","1","7,701.00","1"
"26-Sep-2024","GB","7,705.00","7,705.00","7,651.01","7,705.00","7,700.00","7,700.00","7,677.06","7,795.00","5,805.00","19","1,45,864.09","6"
"25-Sep-2024","GB","7,795.00","7,795.00","7,700.00","7,550.00","7,705.00","7,705.00","7,707.86","7,795.00","5,805.00","14","1,07,910.00","4"
"17-Sep-2024","GB","7,550.00","7,550.00","7,545.00","7,550.00","7,550.00","7,550.00","7,548.75","7,650.00","5,805.00","20","1,50,975.00","5"
"09-Sep-2024","GB","7,550.00","7,550.00","7,550.00","7,610.00","7,550.00","7,550.00","7,550.00","7,650.00","5,805.00","3","22,650.00","1"
"03-Sep-2024","GB","7,585.00","7,610.00","7,585.00","7,575.00","7,610.00","7,610.00","7,586.39","7,650.00","5,805.00","18","1,36,555.00","2"
"02-Sep-2024","GB","7,575.00","7,575.00","7,575.00","7,519.00","7,575.00","7,575.00","7,575.00","7,650.00","5,805.00","4","30,300.00","1"
"30-Aug-2024","GB","7,519.00","7,519.00","7,519.00","7,574.00","7,519.00","7,519.00","7,519.00","7,650.00","5,805.00","1","7,519.00","1"
"29-Aug-2024","GB","7,519.00","7,575.00","7,519.00","7,400.00","7,574.00","7,574.00","7,569.09","7,650.00","5,805.00","22","1,66,520.00","4"
"22-Aug-2024","GB","7,400.00","7,400.00","7,400.00","7,405.00","7,400.00","7,400.00","7,400.00","7,650.00","5,805.00","20","1,48,000.00","2"
"21-Aug-2024","GB","7,400.00","7,410.00","7,400.00","7,300.00","7,400.00","7,405.00","7,404.17","7,650.00","5,805.00","24","1,77,700.00","5"
"13-Aug-2024","GB","7,100.00","7,498.00","7,100.00","7,400.00","7,300.00","7,300.00","7,311.08","7,650.00","5,805.00","24","1,75,466.00","5"
"12-Aug-2024","GB","7,325.00","7,400.00","7,325.00","7,332.15","7,400.00","7,400.00","7,379.55","7,650.00","5,805.00","22","1,62,350.00","3"
"09-Aug-2024","GB","7,370.00","7,370.00","7,330.00","7,499.00","7,331.01","7,332.15","7,350.84","7,650.00","5,805.00","18","1,32,315.10","7"
"07-Aug-2024","GB","7,499.99","7,499.99","7,499.00","7,152.00","7,499.00","7,499.00","7,499.14","7,650.00","5,805.00","7","52,493.99","2"
"30-Jul-2024","GB","7,152.00","7,152.00","7,152.00","7,272.00","7,152.00","7,152.00","7,152.00","7,650.00","5,805.00","1","7,152.00","1"
"26-Jul-2024","GB","7,201.00","7,450.00","7,201.00","7,600.00","7,272.00","7,272.00","7,314.10","7,650.00","5,805.00","20","1,46,282.00","8"
"25-Jul-2024","GB","7,450.00","7,600.00","7,400.00","7,450.00","7,600.00","7,600.00","7,411.70","7,650.00","5,805.00","94","6,96,700.00","8"
"24-Jul-2024","GB","7,350.00","7,450.00","7,350.00","7,350.00","7,450.00","7,450.00","7,400.00","7,650.00","5,805.00","2","14,800.00","2"
"23-Jul-2024","GB","7,400.18","7,400.18","7,350.00","7,605.00","7,350.00","7,350.00","7,358.16","7,650.00","5,805.00","15","1,10,372.36","7"
"19-Jul-2024","GB","7,605.00","7,605.00","7,605.00","7,500.00","7,605.00","7,605.00","7,605.00","7,650.00","5,805.00","1","7,605.00","1"
"18-Jul-2024","GB","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,650.00","5,805.00","15","1,12,500.00","1"
"12-Jul-2024","GB","7,500.00","7,500.00","7,500.00","7,650.00","7,500.00","7,500.00","7,500.00","7,650.00","5,805.00","10","75,000.00","1"
"11-Jul-2024","GB","7,650.00","7,650.00","7,650.00","7,600.00","7,650.00","7,650.00","7,650.00","7,650.00","5,805.00","6","45,900.00","1"
"10-Jul-2024","GB","7,600.00","7,600.00","7,600.00","7,600.00","7,600.00","7,600.00","7,600.00","7,600.00","5,805.00","1","7,600.00","1"
"09-Jul-2024","GB","7,600.00","7,600.00","7,600.00","7,525.00","7,600.00","7,600.00","7,600.00","7,600.00","5,805.00","4","30,400.00","1"
"08-Jul-2024","GB","7,499.00","7,525.00","7,499.00","7,420.10","7,525.00","7,525.00","7,508.95","7,525.00","5,805.00","19","1,42,670.00","4"
"05-Jul-2024","GB","7,420.10","7,420.10","7,420.10","7,400.00","7,420.10","7,420.10","7,420.10","7,499.00","5,800.00","1","7,420.10","1"
"04-Jul-2024","GB","7,400.00","7,400.00","7,400.00","7,400.00","7,400.00","7,400.00","7,400.00","7,499.00","5,800.00","1","7,400.00","1"
"02-Jul-2024","GB","7,399.00","7,400.00","7,399.00","7,399.00","7,400.00","7,400.00","7,399.17","7,499.00","5,800.00","6","44,395.00","5"
"01-Jul-2024","GB","7,399.00","7,399.00","7,350.00","7,400.00","7,399.00","7,399.00","7,386.75","7,499.00","5,800.00","4","29,547.00","4"
"28-Jun-2024","GB","7,325.00","7,400.00","7,227.03","7,325.00","7,400.00","7,400.00","7,350.21","7,499.00","5,800.00","5","36,751.03","4"
"25-Jun-2024","GB","7,325.00","7,325.00","7,325.00","7,300.00","7,325.00","7,325.00","7,325.00","7,499.00","5,800.00","3","21,975.00","1"
"19-Jun-2024","GB","7,300.00","7,300.00","7,300.00","7,211.01","7,300.00","7,300.00","7,300.00","7,499.00","5,800.00","11","80,300.00","4"
"18-Jun-2024","GB","7,211.01","7,211.01","7,211.01","7,203.06","7,211.01","7,211.01","7,211.01","7,499.00","5,800.00","1","7,211.01","1"
"13-Jun-2024","GB","7,203.06","7,203.06","7,203.06","7,449.00","7,203.06","7,203.06","7,203.06","7,499.00","5,800.00","1","7,203.06","1"
"11-Jun-2024","GB","7,285.00","7,449.00","7,285.00","7,497.00","7,449.00","7,449.00","7,367.00","7,499.00","5,800.00","2","14,734.00","2"
"07-Jun-2024","GB","7,497.00","7,497.00","7,489.98","7,155.00","7,497.00","7,497.00","7,492.26","7,499.00","5,800.00","22","1,64,829.80","5"
"04-Jun-2024","GB","7,155.00","7,155.00","7,155.00","7,300.00","7,155.00","7,155.00","7,155.00","7,499.00","5,800.00","2","14,310.00","1"
"03-Jun-2024","GB","7,300.00","7,300.00","7,300.00","7,390.00","7,300.00","7,300.00","7,300.00","7,499.00","5,800.00","10","73,000.00","2"
"31-May-2024","GB","7,390.00","7,390.00","7,390.00","7,398.00","7,390.00","7,390.00","7,390.00","7,499.00","5,800.00","10","73,900.00","1"
"23-May-2024","GB","7,398.00","7,398.00","7,200.00","7,499.00","7,398.00","7,398.00","7,315.45","7,499.00","5,800.00","22","1,60,940.00","7"
"22-May-2024","GB","7,499.00","7,499.00","7,499.00","7,199.00","7,499.00","7,499.00","7,499.00","7,499.00","5,800.00","1","7,499.00","1"
"03-May-2024","GB","7,190.00","7,199.00","7,190.00","7,199.95","7,199.00","7,199.00","7,198.18","7,350.00","5,800.00","11","79,180.00","3"
"02-May-2024","GB","7,180.00","7,199.95","7,180.00","7,090.00","7,199.95","7,199.95","7,193.30","7,350.00","5,800.00","3","21,579.90","3"
"30-Apr-2024","GB","7,035.00","7,090.00","7,035.00","7,200.00","7,090.00","7,090.00","7,048.75","7,350.00","5,800.00","4","28,195.00","3"
"25-Apr-2024","GB","7,015.35","7,200.00","7,015.35","7,300.00","7,200.00","7,200.00","7,173.62","7,350.00","5,800.00","7","50,215.35","3"
"19-Apr-2024","GB","7,350.00","7,350.00","7,300.00","7,300.00","7,300.00","7,300.00","7,333.33","7,350.00","5,800.00","3","22,000.00","2"
"18-Apr-2024","GB","7,300.00","7,300.00","7,300.00","7,300.00","7,300.00","7,300.00","7,300.00","7,300.00","5,800.00","11","80,300.00","3"
"16-Apr-2024","GB","7,300.00","7,300.00","7,300.00","7,200.00","7,300.00","7,300.00","7,300.00","7,300.00","5,800.00","1","7,300.00","1"
"15-Apr-2024","GB","7,205.00","7,205.00","7,200.00","7,149.00","7,200.00","7,200.00","7,204.92","7,205.00","5,800.00","60","4,32,295.00","7"
"12-Apr-2024","GB","7,149.00","7,149.00","7,149.00","7,000.00","7,149.00","7,149.00","7,149.00","7,149.00","5,800.00","1","7,149.00","1"
"08-Apr-2024","GB","7,000.00","7,000.00","7,000.00","6,850.00","7,000.00","7,000.00","7,000.00","7,000.00","5,800.00","65","4,55,000.00","2"
"04-Apr-2024","GB","6,850.00","6,850.00","6,850.00","6,749.00","6,850.00","6,850.00","6,850.00","6,850.00","5,800.00","1","6,850.00","1"
"02-Apr-2024","GB","6,749.00","6,749.00","6,749.00","6,749.00","6,749.00","6,749.00","6,749.00","6,749.00","5,800.00","86","5,80,414.00","3"
"01-Apr-2024","GB","6,748.00","6,749.00","6,748.00","6,500.00","6,749.00","6,749.00","6,748.92","6,749.00","5,800.00","24","1,61,974.00","6"
"28-Mar-2024","GB","6,500.00","6,500.00","6,500.00","6,412.00","6,500.00","6,500.00","6,500.00","6,500.00","5,800.00","1","6,500.00","1"
"27-Mar-2024","GB","6,412.00","6,412.00","6,412.00","6,500.00","6,412.00","6,412.00","6,412.00","6,500.00","5,800.00","17","1,09,004.00","3"
"22-Mar-2024","GB","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","5,800.00","2","13,000.00","1"
"21-Mar-2024","GB","6,450.11","6,500.00","6,450.01","6,316.12","6,500.00","6,500.00","6,452.01","6,500.00","5,800.00","26","1,67,752.25","3"
"20-Mar-2024","GB","6,316.12","6,316.12","6,316.12","6,499.00","6,316.12","6,316.12","6,316.12","6,500.00","5,800.00","1","6,316.12","1"
"19-Mar-2024","GB","6,405.00","6,499.00","6,405.00","6,310.14","6,499.00","6,499.00","6,451.54","6,500.00","5,800.00","26","1,67,740.00","7"
"18-Mar-2024","GB","6,310.14","6,310.14","6,310.14","6,500.00","6,310.14","6,310.14","6,310.14","6,500.00","5,800.00","1","6,310.14","1"
"15-Mar-2024","GB","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","5,630.00","3","19,500.00","1"
"14-Mar-2024","GB","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","5,630.00","7","45,500.00","2"
"12-Mar-2024","GB","6,437.00","6,500.00","6,437.00","6,437.90","6,500.00","6,500.00","6,496.38","6,500.00","5,630.00","24","1,55,913.20","5"
"06-Mar-2024","GB","6,308.72","6,437.90","6,308.00","6,201.01","6,437.90","6,437.90","6,311.35","6,437.90","5,433.00","39","2,46,142.62","11"
"04-Mar-2024","GB","6,201.01","6,201.01","6,201.01","6,171.01","6,201.01","6,201.01","6,201.01","6,400.00","5,433.00","1","6,201.01","1"
"01-Mar-2024","GB","6,171.01","6,171.01","6,171.01","6,251.00","6,171.01","6,171.01","6,171.01","6,400.00","5,433.00","1","6,171.01","1"
"28-Feb-2024","GB","6,251.00","6,251.00","6,251.00","6,235.00","6,251.00","6,251.00","6,251.00","6,400.00","5,433.00","8","50,008.00","1"
"22-Feb-2024","GB","6,235.00","6,235.00","6,235.00","6,250.00","6,235.00","6,235.00","6,235.00","6,400.00","5,433.00","1","6,235.00","1"
"19-Feb-2024","GB","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,400.00","5,433.00","1","6,250.00","1"
"15-Feb-2024","GB","6,250.00","6,250.00","6,250.00","6,320.00","6,250.00","6,250.00","6,250.00","6,400.00","5,433.00","2","12,500.00","1"
"09-Feb-2024","GB","6,171.00","6,320.00","6,171.00","6,256.80","6,320.00","6,320.00","6,245.50","6,400.00","5,433.00","2","12,491.00","2"
"05-Feb-2024","GB","6,202.10","6,323.90","6,201.45","6,240.00","6,250.00","6,256.80","6,230.60","6,400.00","5,433.00","21","1,30,842.65","5"
"02-Feb-2024","GB","6,240.00","6,240.00","6,240.00","6,240.00","6,240.00","6,240.00","6,240.00","6,400.00","5,433.00","8","49,920.00","1"
"01-Feb-2024","GB","6,235.00","6,299.00","6,235.00","6,235.00","6,240.00","6,240.00","6,241.27","6,400.00","5,433.00","11","68,654.00","5"
"30-Jan-2024","GB","6,235.00","6,235.00","6,235.00","6,213.00","6,235.00","6,235.00","6,235.00","6,400.00","5,433.00","15","93,525.00","2"
"29-Jan-2024","GB","6,200.00","6,213.00","6,200.00","6,299.00","6,213.00","6,213.00","6,201.18","6,400.00","5,433.00","22","1,36,426.00","4"
"24-Jan-2024","GB","6,299.00","6,299.00","6,299.00","6,250.00","6,299.00","6,299.00","6,299.00","6,400.00","5,433.00","1","6,299.00","1"
"23-Jan-2024","GB","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,250.00","6,400.00","5,433.00","1","6,250.00","1"
"20-Jan-2024","GB","6,250.00","6,250.00","6,250.00","6,400.00","6,250.00","6,250.00","6,250.00","6,400.00","5,360.00","107","6,68,750.00","11"
"15-Jan-2024","GB","6,240.01","6,400.00","6,240.01","6,220.00","6,400.00","6,400.00","6,293.34","6,400.00","5,360.00","6","37,760.04","2"
"11-Jan-2024","GB","6,220.00","6,220.00","6,220.00","6,275.00","6,220.00","6,220.00","6,220.00","6,340.00","5,360.00","5","31,100.00","1"
"09-Jan-2024","GB","6,275.00","6,275.00","6,275.00","6,275.00","6,275.00","6,275.00","6,275.00","6,340.00","5,360.00","20","1,25,500.00","2"
"08-Jan-2024","GB","6,275.00","6,275.00","6,275.00","6,340.00","6,275.00","6,275.00","6,275.00","6,340.00","5,360.00","4","25,100.00","2"
"05-Jan-2024","GB","6,340.00","6,340.00","6,340.00","6,340.00","6,340.00","6,340.00","6,340.00","6,340.00","5,300.00","9","57,060.00","2"